2.43846	-0.80507	-0.0856892
2.44322	-0.839576	-0.085895
2.43929	-0.806072	-0.0396211
2.44232	-0.825238	-0.0403056
2.44517	-0.847371	-0.0404299
2.44728	-0.862969	-0.0405659
2.45144	-0.887439	-0.0411625
2.4534	-0.902503	-0.0411249
2.45697	-0.92667	-0.0414152
2.45876	-0.939909	-0.0414121
2.43899	-0.805984	-0.0531724
2.44241	-0.825663	-0.0529453
2.44478	-0.845561	-0.0534665
2.44775	-0.865665	-0.0535998
2.45109	-0.885061	-0.0533174
2.45374	-0.905067	-0.0528926
2.45631	-0.924682	-0.0532795
2.45977	-0.944469	-0.0529256
2.46345	-0.963991	-0.0537436
2.46688	-0.983754	-0.0544325
2.4692	-1.00362	-0.0540358
2.47311	-1.02321	-0.0556785
2.47642	-1.04308	-0.0562209
2.47962	-1.063	-0.0570375
2.48266	-1.08251	-0.0570672
2.48634	-1.10147	-0.0581545
2.48995	-1.12183	-0.0589681
2.49312	-1.1412	-0.059223
2.49634	-1.16079	-0.0600946
2.4992	-1.17644	-0.0604739
2.43936	-0.805726	-0.0748503
2.4429	-0.82564	-0.0750796
2.44515	-0.84532	-0.0749437
2.44833	-0.865176	-0.0753897
2.45168	-0.884929	-0.0748878
2.45428	-0.904661	-0.0751141
2.45733	-0.924477	-0.0746277
2.46086	-0.944224	-0.0743498
2.46371	-0.964022	-0.0748034
2.46657	-0.983826	-0.0747981
2.4696	-1.0036	-0.0748086
2.47304	-1.02335	-0.0747238
2.47601	-1.04309	-0.0745744
2.47914	-1.06282	-0.0746034
2.48286	-1.08253	-0.0743635
2.48569	-1.1024	-0.0741697
2.48942	-1.12176	-0.074098
2.49238	-1.14171	-0.073458
2.49575	-1.16146	-0.0738132
2.50033	-1.18109	-0.0730973
2.50467	-1.20063	-0.0741232
2.5075	-1.22053	-0.073728
2.51081	-1.23926	-0.0747643
2.51587	-1.2536	-0.0776244
2.44015	-0.806514	-0.0865491
2.44285	-0.825741	-0.0867725
2.44584	-0.848028	-0.0867174
2.44878	-0.865005	-0.0873266
2.45158	-0.885228	-0.0875126
2.45457	-0.904698	-0.0879453
2.45791	-0.925289	-0.087839
2.46118	-0.944363	-0.0885448
2.46388	-0.963791	-0.0894561
2.46647	-0.984025	-0.0892373
2.46955	-1.00352	-0.0896639
2.47256	-1.02291	-0.0899296
2.47575	-1.04315	-0.0905568
2.47892	-1.06298	-0.0911231
2.4394	-0.804624	0.00679625
2.443	-0.826544	0.00576677
2.44471	-0.846386	0.00610618
2.44821	-0.864979	0.00532796
2.45206	-0.885144	0.00456383
2.45479	-0.905274	0.00471727
2.45737	-0.92335	0.0041203
2.46122	-0.945494	0.00364245
2.46381	-0.962391	0.00296443
2.46695	-0.984342	0.00260543
2.43967	-0.806112	-0.00914018
2.44261	-0.826269	-0.00895285
2.44495	-0.846009	-0.00974313
2.44845	-0.865597	-0.00929428
2.45261	-0.885028	-0.00876129
2.45523	-0.904857	-0.0088871
2.45779	-0.92504	-0.00892992
2.4612	-0.944539	-0.00880375
2.46462	-0.964121	-0.00911739
2.46742	-0.984174	-0.00887744
2.47003	-1.00395	-0.00937934
2.47321	-1.02354	-0.00997908
2.47657	-1.04296	-0.0097362
2.48108	-1.06256	-0.0112592
2.48437	-1.08245	-0.0121942
2.48763	-1.10256	-0.0126094
2.49055	-1.12168	-0.0128352
2.49406	-1.14077	-0.0142174
2.49775	-1.16217	-0.0148489
2.50037	-1.17988	-0.0152163
2.50363	-1.19469	-0.0166233
2.43938	-0.806142	-0.0285981
2.44264	-0.826298	-0.0293939
2.44533	-0.84527	-0.0294371
2.44884	-0.86557	-0.0298429
2.45232	-0.885029	-0.0296795
2.45467	-0.905216	-0.0298614
2.4572	-0.924399	-0.0304296
2.46045	-0.944821	-0.0308189
2.46378	-0.964416	-0.0311506
2.46669	-0.983952	-0.0309633
2.46967	-1.00373	-0.0313254
2.47339	-1.02368	-0.0305173
2.47698	-1.04325	-0.0301858
2.48084	-1.06289	-0.0300391
2.4841	-1.08245	-0.030225
2.48744	-1.10235	-0.0298732
2.49023	-1.12218	-0.0297278
2.49399	-1.1418	-0.0294654
2.49792	-1.16142	-0.0289446
2.50071	-1.18117	-0.0289821
2.50466	-1.20103	-0.0288788
2.50837	-1.22021	-0.0293149
2.51304	-1.23932	-0.0305819
2.51785	-1.25349	-0.0328196
2.46417	-0.966468	-0.0429948
2.46696	-0.985089	-0.0435732
2.46941	-1.00395	-0.0432134
2.47366	-1.02367	-0.0445301
2.47706	-1.04328	-0.0450366
2.48023	-1.06283	-0.045802
2.48312	-1.08319	-0.0460898
2.48709	-1.10281	-0.047156
2.49012	-1.12219	-0.0478407
2.49413	-1.14201	-0.0484903
2.49739	-1.16121	-0.0488295
2.50116	-1.1816	-0.0500884
2.50512	-1.20085	-0.0508843
2.5079	-1.22041	-0.0506971
2.51233	-1.24006	-0.0499303
2.52036	-1.25768	-0.0483418
2.5055	-1.20193	-0.0631896
2.50772	-1.21979	-0.0632219
2.51199	-1.242	-0.0640435
2.52107	-1.25986	-0.0676502
2.43973	-0.805473	0.0522167
2.44339	-0.826073	0.0517515
2.44623	-0.846079	0.0516451
2.44941	-0.86536	0.0505766
2.45279	-0.886417	0.0498941
2.4551	-0.906202	0.0504667
2.4576	-0.924989	0.0508599
2.46121	-0.944022	0.0494571
2.4646	-0.964312	0.0490291
2.46799	-0.984217	0.0481617
2.47044	-1.00431	0.0484547
2.47323	-1.02097	0.0478424
2.47662	-1.04089	0.0469503
2.43969	-0.806077	0.0346373
2.44283	-0.825857	0.0348074
2.44573	-0.845603	0.0350879
2.44936	-0.86554	0.035252
2.452	-0.885438	0.0351888
2.45514	-0.905291	0.0351453
2.45839	-0.925162	0.0351102
