2.41418	0.011185	0.842098
2.41332	0.00293374	0.900241
2.41394	-0.00152391	0.900214
2.40943	0.0882154	0.882921
2.4107	0.071017	0.884051
2.41128	0.0520938	0.885237
2.41235	0.0319477	0.886901
2.41283	0.011858	0.888553
2.41606	-0.00716027	0.888223
2.42285	-0.0172357	0.884618
2.40735	0.166111	0.864711
2.40828	0.150988	0.865813
2.40933	0.131858	0.867115
2.40916	0.112259	0.869455
2.40993	0.0924335	0.870356
2.41117	0.0724906	0.869758
2.41237	0.0528824	0.868757
2.41299	0.0321703	0.868191
2.41293	0.0119094	0.866893
2.41731	-0.0074623	0.867413
2.42699	-0.0183755	0.868723
2.40877	0.207468	0.848704
2.40797	0.192393	0.851261
2.40793	0.173011	0.85282
2.40876	0.153067	0.852429
2.40982	0.132855	0.851403
2.41041	0.113289	0.850201
2.41153	0.0928894	0.849263
2.41271	0.0725894	0.848595
2.41423	0.0534742	0.848421
2.41518	0.0335917	0.848804
2.41394	0.0134051	0.851369
2.41972	-0.0101653	0.849485
2.43109	-0.0188589	0.85006
2.41246	0.022738	0.945041
2.41252	0.0088701	0.947464
2.41436	-0.00418329	0.946952
2.41107	0.0869227	0.927325
2.41142	0.0710112	0.92887
2.41214	0.0522499	0.930558
2.41321	0.031641	0.931998
2.41321	0.0116625	0.932588
2.41606	-0.00751624	0.931876
2.42305	-0.0185311	0.929253
2.40885	0.165795	0.910303
2.4099	0.149874	0.911294
2.40955	0.131603	0.913324
2.41011	0.112588	0.914191
2.4109	0.0922666	0.914669
2.41091	0.0720502	0.913343
2.412	0.0525493	0.912414
2.41333	0.0321168	0.911463
2.41372	0.0119069	0.91026
2.41618	-0.00843647	0.910297
2.42606	-0.0205313	0.913407
2.40724	0.229328	0.893398
2.40754	0.212203	0.894965
2.40784	0.192924	0.896592
2.4083	0.173	0.897975
2.40899	0.152729	0.897035
2.4091	0.132604	0.895549
2.40912	0.112931	0.893979
2.40974	0.0925388	0.893692
2.41048	0.0725863	0.894836
2.41145	0.0532428	0.896291
2.41285	0.0340645	0.897491
2.41321	0.0163867	0.898905
2.41938	-0.0148454	0.896506
2.42975	-0.0212395	0.894786
2.40552	0.311552	0.87368
2.40528	0.292762	0.876464
2.40564	0.272812	0.877762
2.40642	0.252777	0.878649
2.40712	0.232988	0.878948
2.40726	0.213551	0.877468
2.40731	0.193834	0.876871
2.40749	0.173749	0.875912
2.40827	0.153211	0.876636
2.40919	0.13356	0.877877
2.40907	0.115152	0.880091
2.43783	-0.0219014	0.875974
2.40338	0.38644	0.8565
2.40306	0.371065	0.859145
2.40284	0.352462	0.86145
2.40382	0.333756	0.862057
2.40544	0.314575	0.862042
2.40638	0.293955	0.860733
2.40668	0.273104	0.859419
2.40711	0.253225	0.858136
2.40736	0.232891	0.856656
2.40781	0.214287	0.856881
2.40737	0.195584	0.861343
2.4077	0.179296	0.86274
2.44703	-0.0220631	0.857995
2.40518	0.42847	0.838949
2.40414	0.41316	0.842817
2.40419	0.394228	0.844535
2.40462	0.374348	0.844835
2.40422	0.353784	0.843298
2.40457	0.333943	0.841884
2.4059	0.314704	0.841281
2.4071	0.294605	0.840896
2.40781	0.273843	0.84201
2.40822	0.254023	0.843427
2.40854	0.235486	0.844944
2.40937	0.221097	0.846283
2.41341	0.0255019	0.990042
2.41421	0.0107039	0.990804
2.41635	-0.00408783	0.990958
2.41049	0.108715	0.972308
2.41166	0.0906009	0.972943
2.41194	0.0709448	0.974678
2.41235	0.0515778	0.97626
2.41269	0.0314834	0.976922
2.41359	0.0113081	0.975848
2.41736	-0.00780124	0.976224
2.42478	-0.0182823	0.974634
