0.999849	-0.00510026	-0.0166352	0.300159
0.99997	-0.00485654	-0.00609925	0.299271
0.999961	0.00771708	0.00439313	0.304687
0.999929	0.0118411	-0.000984048	0.297632
0.999947	-0.00790772	-0.00659078	0.299429
0.99888	0.0185145	0.0435462	0.304757
0.999846	0.00995018	-0.0144684	0.304751
0.999587	0.0220301	0.0184394	0.299063
0.999377	-0.00551969	-0.0348717	0.296755
0.999121	-0.0154368	0.0389736	0.304058
0.999755	-0.0100342	0.0197448	0.298848
0.999927	0.0110392	0.00485113	0.302962
0.999877	-0.00879657	-0.0129506	0.300988
0.999781	0.0144548	-0.0150979	0.301932
0.999987	0.00283371	-0.00432323	0.297433
0.999952	0.00543395	0.00813094	0.298989
0.999894	0.00586353	-0.0133506	0.295107
0.999958	0.00108115	-0.00915621	0.296805
0.999941	-0.0018515	-0.0106553	0.303807
0.999923	0.0108762	-0.00592781	0.300343
0.999658	-0.00459479	-0.0257599	0.298545
0.999843	-0.0115045	-0.0134433	0.293378
0.99995	-0.000962588	-0.00991753	0.299031
0.999826	-0.000647626	0.0186253	0.301024
0.999877	-0.00797689	-0.013511	0.301491
0.999646	0.00577854	-0.0259638	0.301992
0.999858	0.000675204	0.0168271	0.296478
0.999128	0.00229536	0.0417017	0.297238
0.999923	0.0107865	-0.00619074	0.302292
0.999817	0.0108627	-0.0157567	0.298161
0.999805	-0.0144399	-0.0135027	0.296692
0.999791	0.00655706	0.0193429	0.298057
0.999993	-0.00380491	0.000275106	0.296096
0.99954	0.0170069	0.0250969	0.296852
0.999837	-0.0121507	-0.0133383	0.293999
0.999856	-0.00622907	0.0158014	0.302483
0.999842	0.0167943	-0.00591099	0.298925
0.999661	-0.0227004	-0.0127301	0.301195
0.99988	-0.0133992	-0.00777836	0.300804
0.999981	-0.00425025	0.00447493	0.296287
0.999792	0.0193483	-0.00645759	0.305826
0.9994	0.0340708	0.00617345	0.305505
0.999889	0.0136942	0.00590683	0.30166
0.99998	-0.00278712	-0.00571576	0.299549
0.999957	-0.00667182	-0.00648013	0.294993
0.999958	-0.00846083	0.00367196	0.299513
0.999816	-0.0118455	0.0151053	0.296944
0.999966	-0.00284128	-0.00773706	0.299648
0.999921	0.0119228	-0.00398794	0.299303
0.999872	0.00290956	0.0157149	0.297347
0.999912	0.00880836	0.00988819	0.30395
0.999818	-0.0149263	-0.0119052	0.303052
0.99977	0.012062	0.0177246	0.301054
0.999762	0.00706992	0.0206187	0.304338
0.999785	-0.0196403	0.0066122	0.299069
0.999873	0.0021891	-0.0157743	0.301152
0.999878	0.0083947	-0.0131867	0.302158
0.999952	-0.0088783	-0.00404237	0.300232
0.999987	-0.00470993	0.00178116	0.298075
0.999744	0.0181231	-0.0135556	0.297549
0.999897	0.00432779	-0.0136629	0.297655
0.999952	-0.00937501	0.00274069	0.299921
0.999132	0.0331686	0.0251954	0.303544
0.999814	-0.0038459	0.0189061	0.304608
0.999897	0.00627878	0.0128944	0.298743
0.999652	0.00218579	-0.0263078	0.304878
0.999947	0.0101757	0.00152742	0.295637
0.999696	-0.0062103	-0.0238571	0.29911
0.999622	0.00421353	-0.0271674	0.29916
0.99999	0.00432031	-0.001036	0.297788
0.99959	0.00485801	0.0282297	0.302485
0.999937	0.00500811	0.0100093	0.299542
0.999707	0.00300587	-0.0240273	0.306064
0.999832	-0.00676252	-0.0170346	0.296102
0.999794	0.0199009	0.00397093	0.297356
0.999992	-0.00288052	-0.00288378	0.301343
0.999965	-0.00838797	0.000576419	0.301157
0.999947	0.0101757	0.00152742	0.295637
0.999696	-0.0062103	-0.0238571	0.29911
0.999622	0.00421353	-0.0271674	0.29916
0.99999	0.00432031	-0.001036	0.297788
0.99959	0.00485801	0.0282297	0.302485
0.999937	0.00500811	0.0100093	0.299542
0.999707	0.00300587	-0.0240273	0.306064
0.999832	-0.00676252	-0.0170346	0.296102
0.999794	0.0199009	0.00397093	0.297356
0.999992	-0.00288052	-0.00288378	0.301343
0.999965	-0.00838797	0.000576419	0.301157
0.999947	0.0101757	0.00152742	0.295637
0.999696	-0.0062103	-0.0238571	0.29911
0.999622	0.00421353	-0.0271674	0.29916
0.99999	0.00432031	-0.001036	0.297788
0.99959	0.00485801	0.0282297	0.302485
0.999937	0.00500811	0.0100093	0.299542
0.999707	0.00300587	-0.0240273	0.306064
0.999832	-0.00676252	-0.0170346	0.296102
0.999794	0.0199009	0.00397093	0.297356
0.999992	-0.00288052	-0.00288378	0.301343
0.999965	-0.00838797	0.000576419	0.301157
0.999947	0.0101757	0.00152742	0.295637
0.999696	-0.0062103	-0.0238571	0.29911
0.999622	0.00421353	-0.0271674	0.29916
0.99999	0.00432031	-0.001036	0.297788
0.99959	0.00485801	0.0282297	0.302485
0.999937	0.00500811	0.0100093	0.299542
0.999707	0.00300587	-0.0240273	0.306064
0.999832	-0.00676252	-0.0170346	0.296102
0.999794	0.0199009	0.00397093	0.297356
0.999992	-0.00288052	-0.00288378	0.301343
0.999965	-0.00838797	0.000576419	0.301157
0.999947	0.0101757	0.00152742	0.295637
0.999696	-0.0062103	-0.0238571	0.29911
0.999622	0.00421353	-0.0271674	0.29916
0.99999	0.00432031	-0.001036	0.297788
0.99959	0.00485801	0.0282297	0.302485
0.999937	0.00500811	0.0100093	0.299542
0.999707	0.00300587	-0.0240273	0.306064
0.999832	-0.00676252	-0.0170346	0.296102
0.999794	0.0199009	0.00397093	0.297356
0.999992	-0.00288052	-0.00288378	0.301343
0.999965	-0.00838797	0.000576419	0.301157
0.999947	0.0101757	0.00152742	0.295637
0.999696	-0.0062103	-0.0238571	0.29911
0.999622	0.00421353	-0.0271674	0.29916
0.99999	0.00432031	-0.001036	0.297788
0.99959	0.00485801	0.0282297	0.302485
0.999937	0.00500811	0.0100093	0.299542
0.999707	0.00300587	-0.0240273	0.306064
0.999832	-0.00676252	-0.0170346	0.296102
0.999794	0.0199009	0.00397093	0.297356
0.999992	-0.00288052	-0.00288378	0.301343
0.999965	-0.00838797	0.000576419	0.301157
0.999947	0.0101757	0.00152742	0.295637
0.999696	-0.0062103	-0.0238571	0.29911
0.999622	0.00421353	-0.0271674	0.29916
0.99999	0.00432031	-0.001036	0.297788
0.99959	0.00485801	0.0282297	0.302485
0.999937	0.00500811	0.0100093	0.299542
0.999707	0.00300587	-0.0240273	0.306064
0.999832	-0.00676252	-0.0170346	0.296102
0.999794	0.0199009	0.00397093	0.297356
0.999992	-0.00288052	-0.00288378	0.301343
0.999965	-0.00838797	0.000576419	0.301157
0.999947	0.0101757	0.00152742	0.295637
0.999696	-0.0062103	-0.0238571	0.29911
0.999622	0.00421353	-0.0271674	0.29916
0.99999	0.00432031	-0.001036	0.297788
0.99959	0.00485801	0.0282297	0.302485
0.999937	0.00500811	0.0100093	0.299542
0.999707	0.00300587	-0.0240273	0.306064
0.999832	-0.00676252	-0.0170346	0.296102
0.999794	0.0199009	0.00397093	0.297356
0.999992	-0.00288052	-0.00288378	0.301343
0.999965	-0.00838797	0.000576419	0.301157
0.999947	0.0101757	0.00152742	0.295637
0.999696	-0.0062103	-0.0238571	0.29911
0.999622	0.00421353	-0.0271674	0.29916
0.99999	0.00432031	-0.001036	0.297788
0.99959	0.00485801	0.0282297	0.302485
0.999937	0.00500811	0.0100093	0.299542
0.999707	0.00300587	-0.0240273	0.306064
0.999832	-0.00676252	-0.0170346	0.296102
0.999794	0.0199009	0.00397093	0.297356
0.999992	-0.00288052	-0.00288378	0.301343
0.999965	-0.00838797	0.000576419	0.301157
0.999947	0.0101757	0.00152742	0.295637
0.999696	-0.0062103	-0.0238571	0.29911
0.999622	0.00421353	-0.0271674	0.29916
0.99999	0.00432031	-0.001036	0.297788
0.99959	0.00485801	0.0282297	0.302485
0.999937	0.00500811	0.0100093	0.299542
0.999707	0.00300587	-0.0240273	0.306064
0.999832	-0.00676252	-0.0170346	0.296102
0.999794	0.0199009	0.00397093	0.297356
0.999992	-0.00288052	-0.00288378	0.301343
0.999965	-0.00838797	0.000576419	0.301157
0.999947	0.0101757	0.00152742	0.295637
0.999696	-0.0062103	-0.0238571	0.29911
0.999622	0.00421353	-0.0271674	0.29916
0.99999	0.00432031	-0.001036	0.297788
0.99959	0.00485801	0.0282297	0.302485
0.999937	0.00500811	0.0100093	0.299542
0.999707	0.00300587	-0.0240273	0.306064
0.999832	-0.00676252	-0.0170346	0.296102
0.999794	0.0199009	0.00397093	0.297356
0.999992	-0.00288052	-0.00288378	0.301343
0.999965	-0.00838797	0.000576419	0.301157
0.999947	0.0101757	0.00152742	0.295637
0.999696	-0.0062103	-0.0238571	0.29911
0.999622	0.00421353	-0.0271674	0.29916
0.99999	0.00432031	-0.001036	0.297788
0.99959	0.00485801	0.0282297	0.302485
0.999937	0.00500811	0.0100093	0.299542
0.999707	0.00300587	-0.0240273	0.306064
0.999832	-0.00676252	-0.0170346	0.296102
0.999794	0.0199009	0.00397093	0.297356
0.999992	-0.00288052	-0.00288378	0.301343
0.999965	-0.00838797	0.000576419	0.301157
0.999947	0.0101757	0.00152742	0.295637
0.999696	-0.0062103	-0.0238571	0.29911
0.999622	0.00421353	-0.0271674	0.29916
0.99999	0.00432031	-0.001036	0.297788
0.99959	0.00485801	0.0282297	0.302485
0.999937	0.00500811	0.0100093	0.299542
0.999707	0.00300587	-0.0240273	0.306064
0.999832	-0.00676252	-0.0170346	0.296102
0.999794	0.0199009	0.00397093	0.297356
0.999992	-0.00288052	-0.00288378	0.301343
0.999965	-0.00838797	0.000576419	0.301157
0.999947	0.0101757	0.00152742	0.295637
0.999696	-0.0062103	-0.0238571	0.29911
0.999622	0.00421353	-0.0271674	0.29916
0.99999	0.00432031	-0.001036	0.297788
0.99959	0.00485801	0.0282297	0.302485
0.999937	0.00500811	0.0100093	0.299542
0.999707	0.00300587	-0.0240273	0.306064
0.999832	-0.00676252	-0.0170346	0.296102
0.999794	0.0199009	0.00397093	0.297356
0.999992	-0.00288052	-0.00288378	0.301343
0.999965	-0.00838797	0.000576419	0.301157
0.999947	0.0101757	0.00152742	0.295637
0.999696	-0.0062103	-0.0238571	0.29911
0.999622	0.00421353	-0.0271674	0.29916
0.99999	0.00432031	-0.001036	0.297788
0.99959	0.00485801	0.0282297	0.302485
0.999937	0.00500811	0.0100093	0.299542
0.999707	0.00300587	-0.0240273	0.306064
0.999832	-0.00676252	-0.0170346	0.296102
0.999794	0.0199009	0.00397093	0.297356
0.999992	-0.00288052	-0.00288378	0.301343
0.999965	-0.00838797	0.000576419	0.301157
0.999947	0.0101757	0.00152742	0.295637
0.999696	-0.0062103	-0.0238571	0.29911
0.999622	0.00421353	-0.0271674	0.29916
0.99999	0.00432031	-0.001036	0.297788
0.99959	0.00485801	0.0282297	0.302485
0.999937	0.00500811	0.0100093	0.299542
0.999707	0.00300587	-0.0240273	0.306064
0.999832	-0.00676252	-0.0170346	0.296102
0.999794	0.0199009	0.00397093	0.297356
0.999992	-0.00288052	-0.00288378	0.301343
0.999965	-0.00838797	0.000576419	0.301157
0.999947	0.0101757	0.00152742	0.295637
0.999696	-0.0062103	-0.0238571	0.29911
0.999622	0.00421353	-0.0271674	0.29916
0.99999	0.00432031	-0.001036	0.297788
0.99959	0.00485801	0.0282297	0.302485
0.999937	0.00500811	0.0100093	0.299542
0.999707	0.00300587	-0.0240273	0.306064
0.999832	-0.00676252	-0.0170346	0.296102
0.999794	0.0199009	0.00397093	0.297356
