	0	1	2	3
197	-0.0201835	-0.999672	0.0157439	0.0771864
198	0.178341	-0.983904	-0.0112561	0.129387
199	-0.0137057	-0.999887	0.00617998	0.0156065
201	-0.999959	-0.00226387	-0.00881663	0.08083
204	-0.0201835	-0.999672	0.0157439	0.0771864
205	0.178341	-0.983904	-0.0112561	0.129387
206	-0.0137057	-0.999887	0.00617998	0.0156065
208	-0.999959	-0.00226387	-0.00881663	0.08083
211	-0.0201835	-0.999672	0.0157439	0.0771864
212	0.178341	-0.983904	-0.0112561	0.129387
213	-0.0137057	-0.999887	0.00617998	0.0156065
215	-0.999959	-0.00226387	-0.00881663	0.08083
218	-0.0201835	-0.999672	0.0157439	0.0771864
219	0.178341	-0.983904	-0.0112561	0.129387
220	-0.0137057	-0.999887	0.00617998	0.0156065
222	-0.999959	-0.00226387	-0.00881663	0.08083
225	-0.0201835	-0.999672	0.0157439	0.0771864
226	0.178341	-0.983904	-0.0112561	0.129387
227	-0.0137057	-0.999887	0.00617998	0.0156065
229	-0.999959	-0.00226387	-0.00881663	0.08083
232	-0.0201835	-0.999672	0.0157439	0.0771864
233	0.178341	-0.983904	-0.0112561	0.129387
234	-0.0137057	-0.999887	0.00617998	0.0156065
236	-0.999959	-0.00226387	-0.00881663	0.08083
239	-0.0201835	-0.999672	0.0157439	0.0771864
240	0.178341	-0.983904	-0.0112561	0.129387
241	-0.0137057	-0.999887	0.00617998	0.0156065
243	-0.999959	-0.00226387	-0.00881663	0.08083
246	-0.0201835	-0.999672	0.0157439	0.0771864
247	0.178341	-0.983904	-0.0112561	0.129387
248	-0.0137057	-0.999887	0.00617998	0.0156065
250	-0.999959	-0.00226387	-0.00881663	0.08083
253	-0.0201835	-0.999672	0.0157439	0.0771864
254	0.178341	-0.983904	-0.0112561	0.129387
255	-0.0137057	-0.999887	0.00617998	0.0156065
257	-0.999959	-0.00226387	-0.00881663	0.08083
260	-0.0201835	-0.999672	0.0157439	0.0771864
261	0.178341	-0.983904	-0.0112561	0.129387
262	-0.0137057	-0.999887	0.00617998	0.0156065
264	-0.999959	-0.00226387	-0.00881663	0.08083
267	-0.0201835	-0.999672	0.0157439	0.0771864
268	0.178341	-0.983904	-0.0112561	0.129387
269	-0.0137057	-0.999887	0.00617998	0.0156065
271	-0.999959	-0.00226387	-0.00881663	0.08083
274	-0.0201835	-0.999672	0.0157439	0.0771864
275	0.178341	-0.983904	-0.0112561	0.129387
276	-0.0137057	-0.999887	0.00617998	0.0156065
278	-0.999959	-0.00226387	-0.00881663	0.08083
281	-0.0201835	-0.999672	0.0157439	0.0771864
282	0.178341	-0.983904	-0.0112561	0.129387
283	-0.0137057	-0.999887	0.00617998	0.0156065
285	-0.999959	-0.00226387	-0.00881663	0.08083
288	-0.0201835	-0.999672	0.0157439	0.0771864
289	0.178341	-0.983904	-0.0112561	0.129387
290	-0.0137057	-0.999887	0.00617998	0.0156065
292	-0.999959	-0.00226387	-0.00881663	0.08083
295	-0.0201835	-0.999672	0.0157439	0.0771864
296	0.178341	-0.983904	-0.0112561	0.129387
297	-0.0137057	-0.999887	0.00617998	0.0156065
299	-0.999959	-0.00226387	-0.00881663	0.08083
302	-0.0201835	-0.999672	0.0157439	0.0771864
303	0.178341	-0.983904	-0.0112561	0.129387
304	-0.0137057	-0.999887	0.00617998	0.0156065
306	-0.999959	-0.00226387	-0.00881663	0.08083
309	-0.0201835	-0.999672	0.0157439	0.0771864
310	0.178341	-0.983904	-0.0112561	0.129387
311	-0.0137057	-0.999887	0.00617998	0.0156065
313	-0.999959	-0.00226387	-0.00881663	0.08083
316	-0.0201835	-0.999672	0.0157439	0.0771864
317	0.178341	-0.983904	-0.0112561	0.129387
318	-0.0137057	-0.999887	0.00617998	0.0156065
320	-0.999959	-0.00226387	-0.00881663	0.08083
323	-0.0201835	-0.999672	0.0157439	0.0771864
324	0.178341	-0.983904	-0.0112561	0.129387
325	-0.0137057	-0.999887	0.00617998	0.0156065
327	-0.999959	-0.00226387	-0.00881663	0.08083
330	-0.0201835	-0.999672	0.0157439	0.0771864
331	0.178341	-0.983904	-0.0112561	0.129387
332	-0.0137057	-0.999887	0.00617998	0.0156065
334	-0.999959	-0.00226387	-0.00881663	0.08083
337	-0.0201835	-0.999672	0.0157439	0.0771864
338	0.178341	-0.983904	-0.0112561	0.129387
339	-0.0137057	-0.999887	0.00617998	0.0156065
341	-0.999959	-0.00226387	-0.00881663	0.08083
344	-0.0201835	-0.999672	0.0157439	0.0771864
345	0.178341	-0.983904	-0.0112561	0.129387
346	-0.0137057	-0.999887	0.00617998	0.0156065
348	-0.999959	-0.00226387	-0.00881663	0.08083
351	-0.0201835	-0.999672	0.0157439	0.0771864
352	0.178341	-0.983904	-0.0112561	0.129387
353	-0.0137057	-0.999887	0.00617998	0.0156065
355	-0.999959	-0.00226387	-0.00881663	0.08083
358	-0.0201835	-0.999672	0.0157439	0.0771864
359	0.178341	-0.983904	-0.0112561	0.129387
360	-0.0137057	-0.999887	0.00617998	0.0156065
362	-0.999959	-0.00226387	-0.00881663	0.08083
365	-0.0201835	-0.999672	0.0157439	0.0771864
366	0.178341	-0.983904	-0.0112561	0.129387
367	-0.0137057	-0.999887	0.00617998	0.0156065
369	-0.999959	-0.00226387	-0.00881663	0.08083
372	-0.0201835	-0.999672	0.0157439	0.0771864
373	0.178341	-0.983904	-0.0112561	0.129387
374	-0.0137057	-0.999887	0.00617998	0.0156065
376	-0.999959	-0.00226387	-0.00881663	0.08083
379	-0.0201835	-0.999672	0.0157439	0.0771864
380	0.178341	-0.983904	-0.0112561	0.129387
381	-0.0137057	-0.999887	0.00617998	0.0156065
383	-0.999959	-0.00226387	-0.00881663	0.08083
386	-0.0201835	-0.999672	0.0157439	0.0771864
387	0.178341	-0.983904	-0.0112561	0.129387
388	-0.0137057	-0.999887	0.00617998	0.0156065
390	-0.999959	-0.00226387	-0.00881663	0.08083
393	-0.0201835	-0.999672	0.0157439	0.0771864
394	0.178341	-0.983904	-0.0112561	0.129387
395	-0.0137057	-0.999887	0.00617998	0.0156065
397	-0.999959	-0.00226387	-0.00881663	0.08083
400	-0.0201835	-0.999672	0.0157439	0.0771864
401	0.178341	-0.983904	-0.0112561	0.129387
402	-0.0137057	-0.999887	0.00617998	0.0156065
404	-0.999959	-0.00226387	-0.00881663	0.08083
407	-0.0201835	-0.999672	0.0157439	0.0771864
408	0.178341	-0.983904	-0.0112561	0.129387
409	-0.0137057	-0.999887	0.00617998	0.0156065
411	-0.999959	-0.00226387	-0.00881663	0.08083
414	-0.0201835	-0.999672	0.0157439	0.0771864
415	0.178341	-0.983904	-0.0112561	0.129387
416	-0.0137057	-0.999887	0.00617998	0.0156065
418	-0.999959	-0.00226387	-0.00881663	0.08083
421	-0.0201835	-0.999672	0.0157439	0.0771864
422	0.178341	-0.983904	-0.0112561	0.129387
423	-0.0137057	-0.999887	0.00617998	0.0156065
425	-0.999959	-0.00226387	-0.00881663	0.08083
428	-0.0201835	-0.999672	0.0157439	0.0771864
429	0.178341	-0.983904	-0.0112561	0.129387
430	-0.0137057	-0.999887	0.00617998	0.0156065
432	-0.999959	-0.00226387	-0.00881663	0.08083
435	-0.0201835	-0.999672	0.0157439	0.0771864
436	0.178341	-0.983904	-0.0112561	0.129387
437	-0.0137057	-0.999887	0.00617998	0.0156065
439	-0.999959	-0.00226387	-0.00881663	0.08083
442	-0.0201835	-0.999672	0.0157439	0.0771864
443	0.178341	-0.983904	-0.0112561	0.129387
444	-0.0137057	-0.999887	0.00617998	0.0156065
446	-0.999959	-0.00226387	-0.00881663	0.08083
449	-0.0201835	-0.999672	0.0157439	0.0771864
450	0.178341	-0.983904	-0.0112561	0.129387
451	-0.0137057	-0.999887	0.00617998	0.0156065
453	-0.999959	-0.00226387	-0.00881663	0.08083
456	-0.0201835	-0.999672	0.0157439	0.0771864
457	0.178341	-0.983904	-0.0112561	0.129387
458	-0.0137057	-0.999887	0.00617998	0.0156065
460	-0.999959	-0.00226387	-0.00881663	0.08083
463	-0.0201835	-0.999672	0.0157439	0.0771864
464	0.178341	-0.983904	-0.0112561	0.129387
465	-0.0137057	-0.999887	0.00617998	0.0156065
467	-0.999959	-0.00226387	-0.00881663	0.08083
470	-0.0201835	-0.999672	0.0157439	0.0771864
471	0.178341	-0.983904	-0.0112561	0.129387
472	-0.0137057	-0.999887	0.00617998	0.0156065
474	-0.999959	-0.00226387	-0.00881663	0.08083
477	-0.0201835	-0.999672	0.0157439	0.0771864
478	0.178341	-0.983904	-0.0112561	0.129387
479	-0.0137057	-0.999887	0.00617998	0.0156065
481	-0.999959	-0.00226387	-0.00881663	0.08083
484	-0.0201835	-0.999672	0.0157439	0.0771864
485	0.178341	-0.983904	-0.0112561	0.129387
486	-0.0137057	-0.999887	0.00617998	0.0156065
488	-0.999959	-0.00226387	-0.00881663	0.08083
491	-0.0201835	-0.999672	0.0157439	0.0771864
492	0.178341	-0.983904	-0.0112561	0.129387
493	-0.0137057	-0.999887	0.00617998	0.0156065
495	-0.999959	-0.00226387	-0.00881663	0.08083
498	-0.0201835	-0.999672	0.0157439	0.0771864
499	0.178341	-0.983904	-0.0112561	0.129387
500	-0.0137057	-0.999887	0.00617998	0.0156065
502	-0.999959	-0.00226387	-0.00881663	0.08083
505	-0.0201835	-0.999672	0.0157439	0.0771864
506	0.178341	-0.983904	-0.0112561	0.129387
507	-0.0137057	-0.999887	0.00617998	0.0156065
509	-0.999959	-0.00226387	-0.00881663	0.08083
512	-0.0201835	-0.999672	0.0157439	0.0771864
513	0.178341	-0.983904	-0.0112561	0.129387
514	-0.0137057	-0.999887	0.00617998	0.0156065
516	-0.999959	-0.00226387	-0.00881663	0.08083
519	-0.0201835	-0.999672	0.0157439	0.0771864
520	0.178341	-0.983904	-0.0112561	0.129387
521	-0.0137057	-0.999887	0.00617998	0.0156065
523	-0.999959	-0.00226387	-0.00881663	0.08083
526	-0.0201835	-0.999672	0.0157439	0.0771864
527	0.178341	-0.983904	-0.0112561	0.129387
528	-0.0137057	-0.999887	0.00617998	0.0156065
530	-0.999959	-0.00226387	-0.00881663	0.08083
533	-0.0201835	-0.999672	0.0157439	0.0771864
534	0.178341	-0.983904	-0.0112561	0.129387
535	-0.0137057	-0.999887	0.00617998	0.0156065
537	-0.999959	-0.00226387	-0.00881663	0.08083
540	-0.0201835	-0.999672	0.0157439	0.0771864
541	0.178341	-0.983904	-0.0112561	0.129387
542	-0.0137057	-0.999887	0.00617998	0.0156065
544	-0.999959	-0.00226387	-0.00881663	0.08083
547	-0.0201835	-0.999672	0.0157439	0.0771864
548	0.178341	-0.983904	-0.0112561	0.129387
549	-0.0137057	-0.999887	0.00617998	0.0156065
551	-0.999959	-0.00226387	-0.00881663	0.08083
554	-0.0201835	-0.999672	0.0157439	0.0771864
555	0.178341	-0.983904	-0.0112561	0.129387
556	-0.0137057	-0.999887	0.00617998	0.0156065
558	-0.999959	-0.00226387	-0.00881663	0.08083
561	-0.0201835	-0.999672	0.0157439	0.0771864
562	0.178341	-0.983904	-0.0112561	0.129387
563	-0.0137057	-0.999887	0.00617998	0.0156065
565	-0.999959	-0.00226387	-0.00881663	0.08083
568	-0.0201835	-0.999672	0.0157439	0.0771864
569	0.178341	-0.983904	-0.0112561	0.129387
570	-0.0137057	-0.999887	0.00617998	0.0156065
572	-0.999959	-0.00226387	-0.00881663	0.08083
575	-0.0201835	-0.999672	0.0157439	0.0771864
576	0.178341	-0.983904	-0.0112561	0.129387
577	-0.0137057	-0.999887	0.00617998	0.0156065
579	-0.999959	-0.00226387	-0.00881663	0.08083
582	-0.0201835	-0.999672	0.0157439	0.0771864
583	0.178341	-0.983904	-0.0112561	0.129387
584	-0.0137057	-0.999887	0.00617998	0.0156065
586	-0.999959	-0.00226387	-0.00881663	0.08083
589	-0.0201835	-0.999672	0.0157439	0.0771864
590	0.178341	-0.983904	-0.0112561	0.129387
591	-0.0137057	-0.999887	0.00617998	0.0156065
593	-0.999959	-0.00226387	-0.00881663	0.08083
596	-0.0201835	-0.999672	0.0157439	0.0771864
597	0.178341	-0.983904	-0.0112561	0.129387
598	-0.0137057	-0.999887	0.00617998	0.0156065
600	-0.999959	-0.00226387	-0.00881663	0.08083
603	-0.0201835	-0.999672	0.0157439	0.0771864
604	0.178341	-0.983904	-0.0112561	0.129387
605	-0.0137057	-0.999887	0.00617998	0.0156065
607	-0.999959	-0.00226387	-0.00881663	0.08083
610	-0.0201835	-0.999672	0.0157439	0.0771864
611	0.178341	-0.983904	-0.0112561	0.129387
612	-0.0137057	-0.999887	0.00617998	0.0156065
614	-0.999959	-0.00226387	-0.00881663	0.08083
617	-0.0201835	-0.999672	0.0157439	0.0771864
618	0.178341	-0.983904	-0.0112561	0.129387
619	-0.0137057	-0.999887	0.00617998	0.0156065
621	-0.999959	-0.00226387	-0.00881663	0.08083
624	-0.0201835	-0.999672	0.0157439	0.0771864
625	0.178341	-0.983904	-0.0112561	0.129387
626	-0.0137057	-0.999887	0.00617998	0.0156065
628	-0.999959	-0.00226387	-0.00881663	0.08083
631	-0.0201835	-0.999672	0.0157439	0.0771864
632	0.178341	-0.983904	-0.0112561	0.129387
633	-0.0137057	-0.999887	0.00617998	0.0156065
635	-0.999959	-0.00226387	-0.00881663	0.08083
638	-0.0201835	-0.999672	0.0157439	0.0771864
639	0.178341	-0.983904	-0.0112561	0.129387
640	-0.0137057	-0.999887	0.00617998	0.0156065
642	-0.999959	-0.00226387	-0.00881663	0.08083
645	-0.0201835	-0.999672	0.0157439	0.0771864
646	0.178341	-0.983904	-0.0112561	0.129387
647	-0.0137057	-0.999887	0.00617998	0.0156065
649	-0.999959	-0.00226387	-0.00881663	0.08083
652	-0.0201835	-0.999672	0.0157439	0.0771864
653	0.178341	-0.983904	-0.0112561	0.129387
654	-0.0137057	-0.999887	0.00617998	0.0156065
656	-0.999959	-0.00226387	-0.00881663	0.08083
659	-0.0201835	-0.999672	0.0157439	0.0771864
660	0.178341	-0.983904	-0.0112561	0.129387
661	-0.0137057	-0.999887	0.00617998	0.0156065
663	-0.999959	-0.00226387	-0.00881663	0.08083
666	-0.0201835	-0.999672	0.0157439	0.0771864
667	0.178341	-0.983904	-0.0112561	0.129387
668	-0.0137057	-0.999887	0.00617998	0.0156065
670	-0.999959	-0.00226387	-0.00881663	0.08083
673	-0.0201835	-0.999672	0.0157439	0.0771864
674	0.178341	-0.983904	-0.0112561	0.129387
675	-0.0137057	-0.999887	0.00617998	0.0156065
677	-0.999959	-0.00226387	-0.00881663	0.08083
680	-0.0201835	-0.999672	0.0157439	0.0771864
681	0.178341	-0.983904	-0.0112561	0.129387
682	-0.0137057	-0.999887	0.00617998	0.0156065
684	-0.999959	-0.00226387	-0.00881663	0.08083
687	-0.0201835	-0.999672	0.0157439	0.0771864
688	0.178341	-0.983904	-0.0112561	0.129387
689	-0.0137057	-0.999887	0.00617998	0.0156065
691	-0.999959	-0.00226387	-0.00881663	0.08083
694	-0.0201835	-0.999672	0.0157439	0.0771864
695	0.178341	-0.983904	-0.0112561	0.129387
696	-0.0137057	-0.999887	0.00617998	0.0156065
698	-0.999959	-0.00226387	-0.00881663	0.08083
701	-0.0201835	-0.999672	0.0157439	0.0771864
702	0.178341	-0.983904	-0.0112561	0.129387
703	-0.0137057	-0.999887	0.00617998	0.0156065
705	-0.999959	-0.00226387	-0.00881663	0.08083
708	-0.0201835	-0.999672	0.0157439	0.0771864
709	0.178341	-0.983904	-0.0112561	0.129387
710	-0.0137057	-0.999887	0.00617998	0.0156065
712	-0.999959	-0.00226387	-0.00881663	0.08083
715	-0.0201835	-0.999672	0.0157439	0.0771864
716	0.178341	-0.983904	-0.0112561	0.129387
717	-0.0137057	-0.999887	0.00617998	0.0156065
719	-0.999959	-0.00226387	-0.00881663	0.08083
722	-0.0201835	-0.999672	0.0157439	0.0771864
723	0.178341	-0.983904	-0.0112561	0.129387
724	-0.0137057	-0.999887	0.00617998	0.0156065
726	-0.999959	-0.00226387	-0.00881663	0.08083
729	-0.0201835	-0.999672	0.0157439	0.0771864
730	0.178341	-0.983904	-0.0112561	0.129387
731	-0.0137057	-0.999887	0.00617998	0.0156065
733	-0.999959	-0.00226387	-0.00881663	0.08083
736	-0.0201835	-0.999672	0.0157439	0.0771864
737	0.178341	-0.983904	-0.0112561	0.129387
738	-0.0137057	-0.999887	0.00617998	0.0156065
740	-0.999959	-0.00226387	-0.00881663	0.08083
743	-0.0201835	-0.999672	0.0157439	0.0771864
744	0.178341	-0.983904	-0.0112561	0.129387
745	-0.0137057	-0.999887	0.00617998	0.0156065
747	-0.999959	-0.00226387	-0.00881663	0.08083
750	-0.0201835	-0.999672	0.0157439	0.0771864
751	0.178341	-0.983904	-0.0112561	0.129387
752	-0.0137057	-0.999887	0.00617998	0.0156065
754	-0.999959	-0.00226387	-0.00881663	0.08083
757	-0.0201835	-0.999672	0.0157439	0.0771864
758	0.178341	-0.983904	-0.0112561	0.129387
759	-0.0137057	-0.999887	0.00617998	0.0156065
761	-0.999959	-0.00226387	-0.00881663	0.08083
764	-0.0201835	-0.999672	0.0157439	0.0771864
765	0.178341	-0.983904	-0.0112561	0.129387
766	-0.0137057	-0.999887	0.00617998	0.0156065
768	-0.999959	-0.00226387	-0.00881663	0.08083
771	-0.0201835	-0.999672	0.0157439	0.0771864
772	0.178341	-0.983904	-0.0112561	0.129387
773	-0.0137057	-0.999887	0.00617998	0.0156065
775	-0.999959	-0.00226387	-0.00881663	0.08083
778	-0.0201835	-0.999672	0.0157439	0.0771864
779	0.178341	-0.983904	-0.0112561	0.129387
780	-0.0137057	-0.999887	0.00617998	0.0156065
782	-0.999959	-0.00226387	-0.00881663	0.08083
785	-0.0201835	-0.999672	0.0157439	0.0771864
786	0.178341	-0.983904	-0.0112561	0.129387
787	-0.0137057	-0.999887	0.00617998	0.0156065
789	-0.999959	-0.00226387	-0.00881663	0.08083
792	-0.0201835	-0.999672	0.0157439	0.0771864
793	0.178341	-0.983904	-0.0112561	0.129387
794	-0.0137057	-0.999887	0.00617998	0.0156065
796	-0.999959	-0.00226387	-0.00881663	0.08083
799	-0.0201835	-0.999672	0.0157439	0.0771864
800	0.178341	-0.983904	-0.0112561	0.129387
801	-0.0137057	-0.999887	0.00617998	0.0156065
803	-0.999959	-0.00226387	-0.00881663	0.08083
806	-0.0201835	-0.999672	0.0157439	0.0771864
807	0.178341	-0.983904	-0.0112561	0.129387
808	-0.0137057	-0.999887	0.00617998	0.0156065
810	-0.999959	-0.00226387	-0.00881663	0.08083
813	-0.0201835	-0.999672	0.0157439	0.0771864
814	0.178341	-0.983904	-0.0112561	0.129387
815	-0.0137057	-0.999887	0.00617998	0.0156065
817	-0.999959	-0.00226387	-0.00881663	0.08083
820	-0.0201835	-0.999672	0.0157439	0.0771864
821	0.178341	-0.983904	-0.0112561	0.129387
822	-0.0137057	-0.999887	0.00617998	0.0156065
824	-0.999959	-0.00226387	-0.00881663	0.08083
827	-0.0201835	-0.999672	0.0157439	0.0771864
828	0.178341	-0.983904	-0.0112561	0.129387
829	-0.0137057	-0.999887	0.00617998	0.0156065
831	-0.999959	-0.00226387	-0.00881663	0.08083
834	-0.0201835	-0.999672	0.0157439	0.0771864
835	0.178341	-0.983904	-0.0112561	0.129387
836	-0.0137057	-0.999887	0.00617998	0.0156065
838	-0.999959	-0.00226387	-0.00881663	0.08083
841	-0.0201835	-0.999672	0.0157439	0.0771864
842	0.178341	-0.983904	-0.0112561	0.129387
843	-0.0137057	-0.999887	0.00617998	0.0156065
845	-0.999959	-0.00226387	-0.00881663	0.08083
848	-0.0201835	-0.999672	0.0157439	0.0771864
849	0.178341	-0.983904	-0.0112561	0.129387
850	-0.0137057	-0.999887	0.00617998	0.0156065
852	-0.999959	-0.00226387	-0.00881663	0.08083
855	-0.0201835	-0.999672	0.0157439	0.0771864
856	0.178341	-0.983904	-0.0112561	0.129387
857	-0.0137057	-0.999887	0.00617998	0.0156065
859	-0.999959	-0.00226387	-0.00881663	0.08083
862	-0.0201835	-0.999672	0.0157439	0.0771864
863	0.178341	-0.983904	-0.0112561	0.129387
864	-0.0137057	-0.999887	0.00617998	0.0156065
866	-0.999959	-0.00226387	-0.00881663	0.08083
869	-0.0201835	-0.999672	0.0157439	0.0771864
870	0.178341	-0.983904	-0.0112561	0.129387
871	-0.0137057	-0.999887	0.00617998	0.0156065
873	-0.999959	-0.00226387	-0.00881663	0.08083
876	-0.0201835	-0.999672	0.0157439	0.0771864
877	0.178341	-0.983904	-0.0112561	0.129387
878	-0.0137057	-0.999887	0.00617998	0.0156065
880	-0.999959	-0.00226387	-0.00881663	0.08083
883	-0.0201835	-0.999672	0.0157439	0.0771864
884	0.178341	-0.983904	-0.0112561	0.129387
885	-0.0137057	-0.999887	0.00617998	0.0156065
887	-0.999959	-0.00226387	-0.00881663	0.08083
890	-0.0201835	-0.999672	0.0157439	0.0771864
891	0.178341	-0.983904	-0.0112561	0.129387
892	-0.0137057	-0.999887	0.00617998	0.0156065
894	-0.999959	-0.00226387	-0.00881663	0.08083
897	-0.0201835	-0.999672	0.0157439	0.0771864
898	0.178341	-0.983904	-0.0112561	0.129387
899	-0.0137057	-0.999887	0.00617998	0.0156065
901	-0.999959	-0.00226387	-0.00881663	0.08083
904	-0.0201835	-0.999672	0.0157439	0.0771864
905	0.178341	-0.983904	-0.0112561	0.129387
906	-0.0137057	-0.999887	0.00617998	0.0156065
908	-0.999959	-0.00226387	-0.00881663	0.08083
911	-0.0201835	-0.999672	0.0157439	0.0771864
912	0.178341	-0.983904	-0.0112561	0.129387
913	-0.0137057	-0.999887	0.00617998	0.0156065
915	-0.999959	-0.00226387	-0.00881663	0.08083
918	-0.0201835	-0.999672	0.0157439	0.0771864
919	0.178341	-0.983904	-0.0112561	0.129387
920	-0.0137057	-0.999887	0.00617998	0.0156065
922	-0.999959	-0.00226387	-0.00881663	0.08083
