0	-0.0227769	0.999358	0.0276557	0.401683
1	-0.0169291	0.999827	0.00766156	0.380335
4	-0.153688	0.988119	-0.000603581	0.380881
5	-0.0021781	0.99995	-0.00972556	0.396357
6	-0.0133692	0.999908	0.00210299	0.398439
7	-0.0243361	0.998379	0.0514463	0.404252
11	-0.153688	0.988119	-0.000603581	0.380881
12	-0.0021781	0.99995	-0.00972556	0.396357
13	-0.0133692	0.999908	0.00210299	0.398439
14	-0.0243361	0.998379	0.0514463	0.404252
18	-0.153688	0.988119	-0.000603581	0.380881
19	-0.0021781	0.99995	-0.00972556	0.396357
20	-0.0133692	0.999908	0.00210299	0.398439
21	-0.0243361	0.998379	0.0514463	0.404252
25	-0.153688	0.988119	-0.000603581	0.380881
26	-0.0021781	0.99995	-0.00972556	0.396357
27	-0.0133692	0.999908	0.00210299	0.398439
28	-0.0243361	0.998379	0.0514463	0.404252
32	-0.153688	0.988119	-0.000603581	0.380881
33	-0.0021781	0.99995	-0.00972556	0.396357
34	-0.0133692	0.999908	0.00210299	0.398439
35	-0.0243361	0.998379	0.0514463	0.404252
39	-0.153688	0.988119	-0.000603581	0.380881
40	-0.0021781	0.99995	-0.00972556	0.396357
41	-0.0133692	0.999908	0.00210299	0.398439
42	-0.0243361	0.998379	0.0514463	0.404252
46	-0.153688	0.988119	-0.000603581	0.380881
47	-0.0021781	0.99995	-0.00972556	0.396357
48	-0.0133692	0.999908	0.00210299	0.398439
49	-0.0243361	0.998379	0.0514463	0.404252
53	-0.153688	0.988119	-0.000603581	0.380881
54	-0.0021781	0.99995	-0.00972556	0.396357
55	-0.0133692	0.999908	0.00210299	0.398439
56	-0.0243361	0.998379	0.0514463	0.404252
60	-0.153688	0.988119	-0.000603581	0.380881
61	-0.0021781	0.99995	-0.00972556	0.396357
62	-0.0133692	0.999908	0.00210299	0.398439
63	-0.0243361	0.998379	0.0514463	0.404252
67	-0.153688	0.988119	-0.000603581	0.380881
68	-0.0021781	0.99995	-0.00972556	0.396357
69	-0.0133692	0.999908	0.00210299	0.398439
70	-0.0243361	0.998379	0.0514463	0.404252
74	-0.153688	0.988119	-0.000603581	0.380881
75	-0.0021781	0.99995	-0.00972556	0.396357
76	-0.0133692	0.999908	0.00210299	0.398439
77	-0.0243361	0.998379	0.0514463	0.404252
81	-0.153688	0.988119	-0.000603581	0.380881
82	-0.0021781	0.99995	-0.00972556	0.396357
83	-0.0133692	0.999908	0.00210299	0.398439
84	-0.0243361	0.998379	0.0514463	0.404252
88	-0.153688	0.988119	-0.000603581	0.380881
89	-0.0021781	0.99995	-0.00972556	0.396357
90	-0.0133692	0.999908	0.00210299	0.398439
91	-0.0243361	0.998379	0.0514463	0.404252
95	-0.153688	0.988119	-0.000603581	0.380881
96	-0.0021781	0.99995	-0.00972556	0.396357
97	-0.0133692	0.999908	0.00210299	0.398439
98	-0.0243361	0.998379	0.0514463	0.404252
102	-0.153688	0.988119	-0.000603581	0.380881
103	-0.0021781	0.99995	-0.00972556	0.396357
104	-0.0133692	0.999908	0.00210299	0.398439
105	-0.0243361	0.998379	0.0514463	0.404252
109	-0.153688	0.988119	-0.000603581	0.380881
110	-0.0021781	0.99995	-0.00972556	0.396357
111	-0.0133692	0.999908	0.00210299	0.398439
112	-0.0243361	0.998379	0.0514463	0.404252
116	-0.153688	0.988119	-0.000603581	0.380881
117	-0.0021781	0.99995	-0.00972556	0.396357
118	-0.0133692	0.999908	0.00210299	0.398439
119	-0.0243361	0.998379	0.0514463	0.404252
123	-0.153688	0.988119	-0.000603581	0.380881
124	-0.0021781	0.99995	-0.00972556	0.396357
125	-0.0133692	0.999908	0.00210299	0.398439
126	-0.0243361	0.998379	0.0514463	0.404252
130	-0.153688	0.988119	-0.000603581	0.380881
131	-0.0021781	0.99995	-0.00972556	0.396357
132	-0.0133692	0.999908	0.00210299	0.398439
133	-0.0243361	0.998379	0.0514463	0.404252
