0	0.999518	0.0221799	0.0217049	0.295393
1	0.999796	0.0170119	-0.0108797	0.302884
7	0.999664	0.0238454	0.0101303	0.305841
14	0.999664	0.0238454	0.0101303	0.305841
21	0.999664	0.0238454	0.0101303	0.305841
28	0.999664	0.0238454	0.0101303	0.305841
35	0.999664	0.0238454	0.0101303	0.305841
42	0.999664	0.0238454	0.0101303	0.305841
49	0.999664	0.0238454	0.0101303	0.305841
56	0.999664	0.0238454	0.0101303	0.305841
63	0.999664	0.0238454	0.0101303	0.305841
70	0.999664	0.0238454	0.0101303	0.305841
77	0.999664	0.0238454	0.0101303	0.305841
84	0.999664	0.0238454	0.0101303	0.305841
91	0.999664	0.0238454	0.0101303	0.305841
98	0.999664	0.0238454	0.0101303	0.305841
105	0.999664	0.0238454	0.0101303	0.305841
112	0.999664	0.0238454	0.0101303	0.305841
119	0.999664	0.0238454	0.0101303	0.305841
126	0.999664	0.0238454	0.0101303	0.305841
133	0.999664	0.0238454	0.0101303	0.305841
140	0.999664	0.0238454	0.0101303	0.305841
147	0.999664	0.0238454	0.0101303	0.305841
154	0.999664	0.0238454	0.0101303	0.305841
161	0.999664	0.0238454	0.0101303	0.305841
168	0.999664	0.0238454	0.0101303	0.305841
175	0.999664	0.0238454	0.0101303	0.305841
182	0.999664	0.0238454	0.0101303	0.305841
189	0.999664	0.0238454	0.0101303	0.305841
196	0.999664	0.0238454	0.0101303	0.305841
203	0.999664	0.0238454	0.0101303	0.305841
210	0.999664	0.0238454	0.0101303	0.305841
217	0.999664	0.0238454	0.0101303	0.305841
224	0.999664	0.0238454	0.0101303	0.305841
231	0.999664	0.0238454	0.0101303	0.305841
238	0.999664	0.0238454	0.0101303	0.305841
245	0.999664	0.0238454	0.0101303	0.305841
252	0.999664	0.0238454	0.0101303	0.305841
259	0.999664	0.0238454	0.0101303	0.305841
266	0.999664	0.0238454	0.0101303	0.305841
273	0.999664	0.0238454	0.0101303	0.305841
280	0.999664	0.0238454	0.0101303	0.305841
287	0.999664	0.0238454	0.0101303	0.305841
294	0.999664	0.0238454	0.0101303	0.305841
301	0.999664	0.0238454	0.0101303	0.305841
308	0.999664	0.0238454	0.0101303	0.305841
315	0.999664	0.0238454	0.0101303	0.305841
322	0.999664	0.0238454	0.0101303	0.305841
329	0.999664	0.0238454	0.0101303	0.305841
336	0.999664	0.0238454	0.0101303	0.305841
343	0.999664	0.0238454	0.0101303	0.305841
350	0.999664	0.0238454	0.0101303	0.305841
357	0.999664	0.0238454	0.0101303	0.305841
364	0.999664	0.0238454	0.0101303	0.305841
371	0.999664	0.0238454	0.0101303	0.305841
378	0.999664	0.0238454	0.0101303	0.305841
385	0.999664	0.0238454	0.0101303	0.305841
392	0.999664	0.0238454	0.0101303	0.305841
399	0.999664	0.0238454	0.0101303	0.305841
406	0.999664	0.0238454	0.0101303	0.305841
413	0.999664	0.0238454	0.0101303	0.305841
420	0.999664	0.0238454	0.0101303	0.305841
427	0.999664	0.0238454	0.0101303	0.305841
434	0.999664	0.0238454	0.0101303	0.305841
441	0.999664	0.0238454	0.0101303	0.305841
448	0.999664	0.0238454	0.0101303	0.305841
455	0.999664	0.0238454	0.0101303	0.305841
462	0.999664	0.0238454	0.0101303	0.305841
469	0.999664	0.0238454	0.0101303	0.305841
476	0.999664	0.0238454	0.0101303	0.305841
483	0.999664	0.0238454	0.0101303	0.305841
490	0.999664	0.0238454	0.0101303	0.305841
497	0.999664	0.0238454	0.0101303	0.305841
504	0.999664	0.0238454	0.0101303	0.305841
510	0.994037	-0.0146706	0.108054	0.309305
