2	0.0353281	-0.0307981	-0.998901	0.201337
3	-0.0194448	-0.00591287	-0.999793	0.193987
4	-0.988099	-0.153688	-0.00641203	0.240357
5	0.00883821	-0.00970594	-0.999914	0.199226
6	-0.0570418	0.00133708	-0.998371	0.203519
8	-0.008078	-0.0155835	-0.999846	0.19832
9	0.0107346	0.0133843	-0.999853	0.199158
10	-0.0194448	-0.00591287	-0.999793	0.193987
11	-0.988099	-0.153688	-0.00641203	0.240357
12	0.00883821	-0.00970594	-0.999914	0.199226
13	-0.0570418	0.00133708	-0.998371	0.203519
15	-0.008078	-0.0155835	-0.999846	0.19832
16	0.0107346	0.0133843	-0.999853	0.199158
17	-0.0194448	-0.00591287	-0.999793	0.193987
18	-0.988099	-0.153688	-0.00641203	0.240357
19	0.00883821	-0.00970594	-0.999914	0.199226
20	-0.0570418	0.00133708	-0.998371	0.203519
22	-0.008078	-0.0155835	-0.999846	0.19832
23	0.0107346	0.0133843	-0.999853	0.199158
24	-0.0194448	-0.00591287	-0.999793	0.193987
25	-0.988099	-0.153688	-0.00641203	0.240357
26	0.00883821	-0.00970594	-0.999914	0.199226
27	-0.0570418	0.00133708	-0.998371	0.203519
29	-0.008078	-0.0155835	-0.999846	0.19832
30	0.0107346	0.0133843	-0.999853	0.199158
31	-0.0194448	-0.00591287	-0.999793	0.193987
32	-0.988099	-0.153688	-0.00641203	0.240357
33	0.00883821	-0.00970594	-0.999914	0.199226
34	-0.0570418	0.00133708	-0.998371	0.203519
36	-0.008078	-0.0155835	-0.999846	0.19832
37	0.0107346	0.0133843	-0.999853	0.199158
38	-0.0194448	-0.00591287	-0.999793	0.193987
39	-0.988099	-0.153688	-0.00641203	0.240357
40	0.00883821	-0.00970594	-0.999914	0.199226
41	-0.0570418	0.00133708	-0.998371	0.203519
43	-0.008078	-0.0155835	-0.999846	0.19832
44	0.0107346	0.0133843	-0.999853	0.199158
45	-0.0194448	-0.00591287	-0.999793	0.193987
46	-0.988099	-0.153688	-0.00641203	0.240357
47	0.00883821	-0.00970594	-0.999914	0.199226
48	-0.0570418	0.00133708	-0.998371	0.203519
50	-0.008078	-0.0155835	-0.999846	0.19832
51	0.0107346	0.0133843	-0.999853	0.199158
52	-0.0194448	-0.00591287	-0.999793	0.193987
53	-0.988099	-0.153688	-0.00641203	0.240357
54	0.00883821	-0.00970594	-0.999914	0.199226
55	-0.0570418	0.00133708	-0.998371	0.203519
57	-0.008078	-0.0155835	-0.999846	0.19832
58	0.0107346	0.0133843	-0.999853	0.199158
59	-0.0194448	-0.00591287	-0.999793	0.193987
60	-0.988099	-0.153688	-0.00641203	0.240357
61	0.00883821	-0.00970594	-0.999914	0.199226
62	-0.0570418	0.00133708	-0.998371	0.203519
64	-0.008078	-0.0155835	-0.999846	0.19832
65	0.0107346	0.0133843	-0.999853	0.199158
66	-0.0194448	-0.00591287	-0.999793	0.193987
67	-0.988099	-0.153688	-0.00641203	0.240357
68	0.00883821	-0.00970594	-0.999914	0.199226
69	-0.0570418	0.00133708	-0.998371	0.203519
71	-0.008078	-0.0155835	-0.999846	0.19832
72	0.0107346	0.0133843	-0.999853	0.199158
73	-0.0194448	-0.00591287	-0.999793	0.193987
74	-0.988099	-0.153688	-0.00641203	0.240357
75	0.00883821	-0.00970594	-0.999914	0.199226
76	-0.0570418	0.00133708	-0.998371	0.203519
78	-0.008078	-0.0155835	-0.999846	0.19832
79	0.0107346	0.0133843	-0.999853	0.199158
80	-0.0194448	-0.00591287	-0.999793	0.193987
81	-0.988099	-0.153688	-0.00641203	0.240357
82	0.00883821	-0.00970594	-0.999914	0.199226
83	-0.0570418	0.00133708	-0.998371	0.203519
85	-0.008078	-0.0155835	-0.999846	0.19832
86	0.0107346	0.0133843	-0.999853	0.199158
87	-0.0194448	-0.00591287	-0.999793	0.193987
88	-0.988099	-0.153688	-0.00641203	0.240357
89	0.00883821	-0.00970594	-0.999914	0.199226
90	-0.0570418	0.00133708	-0.998371	0.203519
92	-0.008078	-0.0155835	-0.999846	0.19832
93	0.0107346	0.0133843	-0.999853	0.199158
94	-0.0194448	-0.00591287	-0.999793	0.193987
95	-0.988099	-0.153688	-0.00641203	0.240357
96	0.00883821	-0.00970594	-0.999914	0.199226
97	-0.0570418	0.00133708	-0.998371	0.203519
99	-0.008078	-0.0155835	-0.999846	0.19832
100	0.0107346	0.0133843	-0.999853	0.199158
101	-0.0194448	-0.00591287	-0.999793	0.193987
102	-0.988099	-0.153688	-0.00641203	0.240357
103	0.00883821	-0.00970594	-0.999914	0.199226
104	-0.0570418	0.00133708	-0.998371	0.203519
106	-0.008078	-0.0155835	-0.999846	0.19832
107	0.0107346	0.0133843	-0.999853	0.199158
108	-0.0194448	-0.00591287	-0.999793	0.193987
109	-0.988099	-0.153688	-0.00641203	0.240357
110	0.00883821	-0.00970594	-0.999914	0.199226
111	-0.0570418	0.00133708	-0.998371	0.203519
113	-0.008078	-0.0155835	-0.999846	0.19832
114	0.0107346	0.0133843	-0.999853	0.199158
115	-0.0194448	-0.00591287	-0.999793	0.193987
116	-0.988099	-0.153688	-0.00641203	0.240357
117	0.00883821	-0.00970594	-0.999914	0.199226
118	-0.0570418	0.00133708	-0.998371	0.203519
120	-0.008078	-0.0155835	-0.999846	0.19832
121	0.0107346	0.0133843	-0.999853	0.199158
